AwayTeam,HomeTeam,AwayOffense,AwayDefense,AwayDiscapline,AwayTeamScore,AwayCenScore,AwayDefScore,AwayGScore,AwayWingScore,AwayPlayerScore,AwaySchedScore,AwayFloStrength,Awaylast3games,Awaylast5games,Awaylast7games,Awaylast10games,AwayPlayedYest,HomeOffense,HomeDefense,HomeDiscapline,HomeTeamScore,HomeCenScore,HomeDefScore,HomeGScore,HomeWingScore,HomePlayerScore,HomeSchedScore,HomeFloStrength,Homelast3games,Homelast5games,Homelast7games,Homelast10games,HomePlayedYest,gameID,ASpread,SpreadAwayOdd,HSpread,SpreadHomeOdd,OU,BookWin,BookSpread,predPD,FloWin,predOU,FloSpr,FloOU,SprWinnings,OUWinnings,AwayBookOdds,HomeBookOdds,WLWinnings,AScore,HScore,WTeam,TotGl,PD,MLCorr,ActSpr,ActOU,OUCorr,SprCorr,MLNet,SprNet,OUNet
STL,LAK,-0.739,0.25,2.004,0.501,0.349,-0.031,0.837,-0.423,0.565,0.526,0.517,0.658,0.377,0.392,0.49,0,1.231,1.17,-0.661,0.679,0.163,0.401,-0.279,0.519,0.575,0.772,0.695,0.451,0.613,0.66,0.707,0,STLLAK20231118,1.5,-145,-1.5,120,6.5,LAK,1.5,-2.1799999999999997,LAK,5.072,-1.5,Under,1.2,0.91,110,-130,0.77,1,5,LAK,6,4,1,-1.5,Under,1,1,0.77,0.91,1.2
TOR,MIN,0.649,-0.334,-0.535,0.515,0.831,-0.019,-0.302,-0.104,0.519,0.536,0.526,0.702,0.44,0.59,0.523,0,-0.037,-1.255,1.244,0.422,-0.05,0.367,-0.824,0.252,0.424,0.335,0.392,0.238,0.431,0.442,0.398,1,TORMIN20231119,-1.5,140,1.5,-165,6.5,TOR,1.5,0.9399999999999995,TOR,8.201,1.5,Over,0.61,0.91,-130,110,0.77,4,3,TOR,7,1,1,1.5,Over,1,1,0.77,0.91,0.61
CBJ,PHI,-0.407,-0.885,0.152,0.4,-0.345,-0.061,-0.004,-0.252,0.365,0.32,0.361,0.346,0.488,0.432,0.415,1,0.165,0.836,0.76,0.595,0.09,0.273,-0.223,-0.169,0.456,0.576,0.568,0.725,0.604,0.636,0.487,1,CBJPHI20231119,1.5,-175,-1.5,145,6.5,PHI,1.5,-2.4699999999999998,PHI,5.8069999999999995,-1.5,Under,1.45,0.91,135,-155,0.65,2,5,PHI,7,3,1,-1.5,Over,0,1,0.65,-1,1.45
VEG,PIT,0.591,1.045,-1.208,0.607,0.302,0.649,1.036,-0.34,0.699,0.706,0.688,0.365,0.758,0.745,0.721,1,1.006,0.429,-0.012,0.615,0.798,0.181,0.515,-0.13,0.658,0.527,0.628,0.378,0.462,0.526,0.482,1,VEGPIT20231119,-1.5,200,1.5,-250,6.5,VEG,1.5,0.1999999999999984,VEG,6.123,1.5,Under,0.4,0.91,-190,170,0.53,0,3,PIT,3,3,0,1.5,Under,1,1,-1,0.91,0.4
BUF,CHI,-0.879,0.093,0.649,0.45,-0.469,-0.168,-0.157,0.029,0.35,0.47,0.409,0.266,0.396,0.415,0.594,0,-1.731,-1.238,0.999,0.282,0.197,-0.509,0.164,-0.575,0.356,0.328,0.277,0.3,0.494,0.407,0.386,1,BUFCHI20231119,-1.5,135,1.5,-160,6.5,BUF,1.5,0.9199999999999995,BUF,4.535,1.5,Under,0.62,0.91,-125,105,0.8,3,2,BUF,5,1,1,1.5,Under,1,1,0.8,0.91,0.62
STL,ANA,-0.882,0.166,2.189,0.487,0.234,-0.154,0.694,-0.438,0.509,0.489,0.478,0.263,0.37,0.386,0.483,1,-0.693,-0.489,-0.035,0.405,0.187,-0.214,0.555,-0.221,0.505,0.505,0.44,0.352,0.421,0.487,0.609,0,STLANA20231119,1.5,-250,-1.5,200,6.5,ANA,1.5,-0.02000000000000135,ANA,4.748,1.5,Under,0.4,0.91,190,-210,0.48,3,1,STL,4,2,0,1.5,Under,1,1,-1,0.91,0.4
BOS,TBL,0.648,1.389,-1.64,0.63,-0.098,0.164,1.433,1.153,0.842,0.741,0.752,0.613,0.693,0.657,0.74,0,0.264,-0.913,-1.549,0.417,0.339,0.08,-0.244,0.698,0.586,0.412,0.46,0.421,0.421,0.503,0.462,0,BOSTBL20231120,-1.5,170,1.5,-210,6.5,BOS,1.5,2.5199999999999987,BOS,6.436,-1.5,Under,1.7,0.91,-160,140,0.62,4,5,TBL,9,1,0,1.5,Over,0,0,-1,-1,-1
COL,NSH,1.477,0.793,-0.593,0.67,0.609,0.788,-0.361,0.081,0.621,0.636,0.699,0.891,0.844,0.737,0.575,0,-0.207,-0.133,0.592,0.485,0.291,-0.136,-0.184,-0.241,0.422,0.376,0.44,0.401,0.43,0.434,0.402,0,COLNSH20231120,-1.5,145,1.5,-175,6.5,COL,1.5,2.1899999999999986,COL,6.61,-1.5,Over,1.45,0.91,-135,115,0.74,3,4,NSH,7,1,0,1.5,Over,1,0,-1,0.91,-1
LAK,ARI,1.267,1.283,-0.822,0.688,0.225,0.408,-0.121,0.525,0.61,0.806,0.715,0.621,0.627,0.666,0.708,0,-0.577,-0.465,-1.028,0.396,-0.217,-0.074,0.321,0.421,0.525,0.536,0.452,0.404,0.603,0.518,0.599,0,LAKARI20231120,-1.5,165,1.5,-200,6.5,LAK,1.5,2.2299999999999986,LAK,5.872,-1.5,Under,1.65,0.91,-155,135,0.65,4,1,LAK,5,3,1,-1.5,Under,1,1,0.65,0.91,1.65
SJS,VAN,-3.24,-2.994,1.423,0.03,-0.505,-1.282,-0.144,-0.57,0.101,0.016,-0.056,0.451,0.154,0.048,-0.035,0,0.93,0.793,-0.698,0.624,1.127,0.989,0.852,0.417,0.947,0.753,0.793,0.367,0.732,0.808,0.807,0,SJSVAN20231120,1.5,-250,-1.5,200,6.5,VAN,1.5,-8.89,VAN,5.891,-1.5,Under,2,0.91,190,-210,0.48,1,3,VAN,4,2,1,-1.5,Under,1,1,0.48,0.91,2
NJD,DET,0.973,-0.728,-1.741,0.485,0.436,0.229,-0.651,0.339,0.512,0.464,0.494,0.483,0.55,0.508,0.517,0,0.444,-0.09,0.112,0.531,-0.289,0.26,-0.193,0.496,0.501,0.578,0.567,0.446,0.83,0.814,0.698,0,NJDDET20231122,-1.5,155,1.5,-190,6.5,NJD,1.5,-1.1300000000000008,DET,8.235,1.5,Over,0.53,0.91,-145,125,1.25,0,4,DET,4,4,1,1.5,Under,0,1,1.25,-1,0.53
WPG,TBL,0.892,0.833,0.697,0.652,0.247,0.339,-0.449,0.96,0.617,0.638,0.654,0.711,0.416,0.555,0.478,0,0.533,-0.875,-1.605,0.441,0.042,0.042,-0.388,0.824,0.535,0.428,0.464,0.644,0.424,0.506,0.462,1,WPGTBL20231122,1.5,-250,-1.5,200,6.5,TBL,1.5,1.4999999999999991,WPG,7.4670000000000005,1.5,Over,0.4,0.91,190,-210,1.9,3,2,WPG,5,1,1,1.5,Under,0,1,1.9,-1,0.4
BOS,FLA,0.606,1.041,-1.509,0.602,-0.079,0.124,1.464,1.16,0.836,0.72,0.732,0.618,0.693,0.657,0.742,1,0.585,1.177,1.198,0.665,0.096,0.307,0.361,-0.29,0.529,0.551,0.617,0.562,0.425,0.463,0.437,1,BOSFLA20231122,1.5,-275,-1.5,220,6,FLA,1.5,0.75,BOS,4.972999999999999,1.5,Under,0.36,0.91,210,-230,2.1,3,1,BOS,4,2,1,1.5,Under,1,1,2.1,0.91,0.36
NYR,PIT,-0.059,1.453,-1.392,0.584,-0.249,0.443,0.722,0.383,0.645,0.684,0.641,0.48,0.533,0.637,0.696,1,0.942,0.56,-0.03,0.62,0.537,0.606,0.758,-0.526,0.655,0.57,0.636,0.447,0.467,0.529,0.482,0,NYRPIT20231122,1.5,-250,-1.5,195,6,PIT,1.5,-0.35000000000000053,PIT,4.87,1.5,Under,0.4,0.91,185,-205,0.49,1,0,NYR,1,1,0,1.5,Under,1,1,-1,0.91,0.4
BUF,WSH,-0.955,0.232,0.49,0.452,-0.486,-0.107,-0.154,0.044,0.364,0.475,0.417,0.392,0.392,0.412,0.591,0,-1.248,0.625,1.093,0.472,-0.255,-0.384,0.479,-0.226,0.409,0.462,0.419,0.725,0.172,0.317,0.321,0,BUFWSH20231122,1.5,-225,-1.5,180,6.5,WSH,1.5,-0.4199999999999995,WSH,2.9399999999999995,1.5,Under,0.44,0.91,170,-190,0.53,3,4,WSH,7,1,1,1.5,Over,0,1,0.53,-1,0.44
EDM,CAR,0.382,-0.661,0.368,0.485,0.086,-0.158,-1.364,0.152,0.283,0.33,0.373,0.382,0.373,0.268,0.32,1,0.78,1.08,-0.876,0.631,-0.043,0.2,-0.932,-0.126,0.337,0.468,0.513,0.648,0.391,0.307,0.406,0,EDMCAR20231122,1.5,-190,-1.5,155,6.5,CAR,1.5,-1.7999999999999998,CAR,6.743,-1.5,Over,1.55,0.91,145,-165,0.61,3,6,CAR,9,3,1,-1.5,Over,1,1,0.61,0.91,1.55
CHI,CBJ,-1.764,-1.059,1.206,0.298,0.37,-0.602,0.069,-0.608,0.355,0.314,0.283,0.287,0.484,0.394,0.374,0,-0.558,-0.956,0.345,0.386,-0.3,-0.26,-0.159,-0.287,0.322,0.3,0.335,0.314,0.489,0.432,0.417,0,CHICBJ20231122,1.5,-190,-1.5,155,6.5,CBJ,1.5,-0.9200000000000004,CBJ,5.6930000000000005,1.5,Under,0.53,0.91,145,-165,0.61,3,7,CBJ,10,4,1,-1.5,Over,0,0,0.61,-1,-1
PHI,NYI,0.232,1.018,0.584,0.612,0.187,0.377,-0.262,-0.129,0.487,0.6,0.592,0.706,0.601,0.635,0.487,0,-0.738,-1.077,0.804,0.371,0.065,-0.275,0.743,-0.522,0.464,0.354,0.384,0.452,0.379,0.47,0.516,0,PHINYI20231122,1.5,-200,-1.5,165,5.5,NYI,1.5,1.6799999999999997,PHI,5.553000000000001,1.5,Over,0.5,0.91,155,-175,1.55,2,3,NYI,5,1,0,1.5,Under,0,1,-1,-1,0.5
CGY,NSH,0.138,0.146,-0.278,0.517,-0.214,0.123,-0.398,-0.258,0.358,0.385,0.427,0.61,0.42,0.314,0.244,1,-0.166,-0.077,0.717,0.495,0.35,-0.157,-0.235,-0.209,0.428,0.393,0.451,0.532,0.422,0.428,0.398,1,CGYNSH20231122,-1.5,200,1.5,-250,6,CGY,1.5,-0.6400000000000001,NSH,5.903,1.5,Under,0.4,0.91,-190,170,1.7,2,4,NSH,6,2,1,1.5,Under,1,1,1.7,0.91,0.4
STL,ARI,-0.825,0.3,2.011,0.498,0.18,-0.114,0.908,-0.353,0.55,0.51,0.5,0.164,0.371,0.39,0.484,0,-0.696,-0.393,-1,0.393,-0.269,-0.119,0.217,0.412,0.497,0.514,0.437,0.367,0.602,0.518,0.599,1,STLARI20231122,1.5,-250,-1.5,200,6.5,ARI,1.5,0.22999999999999954,STL,4.572,1.5,Under,0.4,0.91,190,-210,1.9,6,5,STL,11,1,1,1.5,Over,0,1,1.9,-1,0.4
VAN,COL,0.934,0.974,-0.565,0.641,1.159,0.995,1.08,0.361,0.966,0.746,0.812,0.338,0.727,0.806,0.806,1,1.352,0.742,-0.736,0.653,0.544,0.8,-0.504,0.108,0.595,0.622,0.677,0.74,0.845,0.738,0.577,1,VANCOL20231122,1.5,-160,-1.5,135,6.5,COL,1.5,0.9500000000000002,VAN,6.569999999999999,1.5,Over,0.62,0.91,125,-145,1.25,2,5,COL,7,3,0,-1.5,Over,1,0,-1,0.91,-1
MTL,ANA,-0.778,-1.375,0.693,0.342,-0.099,0.399,0.159,-0.444,0.465,0.34,0.356,0.33,0.458,0.413,0.437,0,-0.79,-0.492,0.042,0.398,0.135,-0.302,0.566,-0.26,0.482,0.477,0.423,0.232,0.416,0.481,0.606,0,MTLANA20231122,1.5,-225,-1.5,185,6.5,ANA,1.5,-1.0699999999999998,ANA,6.299,1.5,Under,0.44,0.91,175,-195,0.51,4,3,MTL,7,1,0,1.5,Over,0,1,-1,-1,0.44
SJS,SEA,-3.258,-2.995,1.264,0.025,-0.487,-1.164,-0.124,-0.54,0.139,0.02,-0.048,0.529,0.153,0.053,-0.029,1,-0.825,-0.369,0.393,0.412,-0.079,-0.212,-0.007,-0.283,0.381,0.356,0.37,0.523,0.344,0.348,0.389,1,SJSSEA20231122,1.5,-105,-1.5,-115,6,SEA,1.5,-4.58,SEA,5.281,-1.5,Under,0.87,0.91,-125,105,1.05,1,7,SEA,8,6,1,-1.5,Over,0,1,1.05,-1,0.87
DET,BOS,0.486,0.286,-0.005,0.562,-0.27,0.302,-0.169,0.522,0.513,0.614,0.595,0.565,0.829,0.812,0.697,1,0.536,1.097,-1.423,0.602,-0.03,0.089,1.513,1.104,0.834,0.736,0.729,0.639,0.691,0.655,0.744,1,DETBOS20231124,1.5,-145,-1.5,120,6,BOS,1.5,-1.740000000000001,BOS,5.638999999999999,-1.5,Under,1.2,0.91,110,-130,0.77,5,2,DET,7,3,0,1.5,Over,0,0,-1,-1,-1
NYR,PHI,-0.139,1.519,-1.431,0.582,-0.405,0.321,0.994,0.313,0.631,0.688,0.634,0.497,0.542,0.64,0.699,1,0.23,0.991,0.566,0.609,0.128,0.397,-0.27,-0.133,0.477,0.579,0.581,0.585,0.598,0.634,0.485,1,NYRPHI20231124,-1.5,170,1.5,-210,6,NYR,1.5,0.1299999999999999,NYR,3.5810000000000004,1.5,Under,0.48,0.91,-160,140,0.62,3,1,NYR,4,2,1,-1.5,Under,1,0,0.62,0.91,-1
TOR,CHI,0.656,-0.414,-0.785,0.504,0.863,0.109,-0.291,-0.026,0.551,0.551,0.532,0.732,0.445,0.598,0.53,0,-1.69,-1.209,1.391,0.296,0.403,-0.644,-0.307,-0.603,0.299,0.269,0.26,0.156,0.483,0.392,0.37,1,TORCHI20231124,-1.5,-110,1.5,-110,6.5,TOR,-1.5,2.32,TOR,6.589,-1.5,Over,0.91,0.91,120,-140,1.2,3,4,CHI,7,1,0,1.5,Over,1,0,-1,0.91,-1
EDM,WSH,0.314,-0.812,0.175,0.464,0.084,-0.119,-1.567,0.251,0.271,0.324,0.354,0.244,0.373,0.267,0.32,1,-1.161,0.611,1.247,0.481,-0.128,-0.368,0.409,-0.239,0.414,0.474,0.428,0.707,0.168,0.311,0.317,1,EDMWSH20231124,-1.5,180,1.5,-225,6.5,EDM,1.5,-1.1400000000000001,WSH,5.354000000000001,1.5,Under,0.44,0.91,-170,150,1.5,5,0,EDM,5,5,0,-1.5,Under,1,0,-1,0.91,-1
NSH,STL,0.08,0.047,0.489,0.52,0.421,-0.104,-0.148,-0.286,0.443,0.423,0.478,0.676,0.422,0.423,0.397,1,-0.634,0.203,1.997,0.505,0.279,-0.072,0.664,-0.279,0.542,0.513,0.507,0.483,0.369,0.383,0.477,1,NSHSTL20231124,1.5,-250,-1.5,200,6,STL,1.5,-0.6900000000000013,STL,5.196,1.5,Under,0.4,0.91,190,-210,0.48,8,3,NSH,11,5,0,1.5,Over,0,1,-1,-1,0.4
CBJ,NJD,-0.344,-0.93,0.141,0.401,-0.179,-0.083,-0.087,-0.232,0.378,0.345,0.372,0.444,0.492,0.435,0.421,1,0.552,-0.717,-1.612,0.455,0.337,0.161,-0.69,0.247,0.467,0.428,0.456,0.422,0.552,0.51,0.521,1,CBJNJD20231124,1.5,-110,-1.5,-110,6.5,NJD,1.5,-1.2400000000000007,NJD,7.854999999999999,1.5,Over,0.91,0.91,-120,100,1,2,1,CBJ,3,1,0,1.5,Under,0,1,-1,-1,0.91
LAK,ANA,1.216,1.367,-0.783,0.691,0.4,0.427,0.286,0.543,0.691,0.817,0.746,0.811,0.622,0.662,0.708,0,-0.738,-0.501,-0.133,0.398,0.103,-0.295,0.437,-0.239,0.46,0.465,0.417,0.319,0.417,0.482,0.607,1,LAKANA20231124,-1.5,125,1.5,-150,6,LAK,1.5,2.8899999999999997,LAK,5.612000000000001,-1.5,Under,1.25,0.91,-115,95,0.87,5,2,LAK,7,3,1,-1.5,Over,0,1,0.87,-1,1.25
MTL,SJS,-0.726,-1.314,0.862,0.354,-0.051,0.504,0.183,-0.454,0.485,0.361,0.375,0.385,0.456,0.409,0.434,1,-3.548,-3.032,1.362,0.001,-0.478,-1.144,-0.376,-0.594,0.097,-0.014,-0.076,0.318,0.16,0.055,-0.027,1,MTLSJS20231124,-1.5,165,1.5,-200,6.5,MTL,1.5,4.11,MTL,6.072,-1.5,Under,1.65,0.91,-155,135,0.65,3,2,MTL,5,1,1,1.5,Under,1,0,0.65,0.91,-1
PIT,BUF,0.745,0.584,0.043,0.607,0.428,0.485,0.963,-0.574,0.642,0.552,0.622,0.541,0.47,0.532,0.479,1,-0.983,0.155,0.322,0.44,-0.452,-0.143,-0.202,0.024,0.352,0.467,0.406,0.439,0.39,0.411,0.591,1,PITBUF20231124,-1.5,195,1.5,-250,6.5,PIT,1.5,1.759999999999999,PIT,5.023000000000001,-1.5,Under,1.95,0.91,-185,165,0.54,2,3,BUF,5,1,0,1.5,Under,1,0,-1,0.91,-1
NYI,OTT,-0.794,-0.99,0.858,0.374,0.106,-0.21,0.812,-0.496,0.489,0.383,0.4,0.534,0.374,0.468,0.518,1,1.269,-0.031,-0.087,0.597,0.162,0.383,-1.933,0.555,0.343,0.643,0.544,0.697,0.706,0.573,0.591,0,NYIOTT20231124,1.5,-225,-1.5,180,6,OTT,1.5,-1.8400000000000003,OTT,7.4959999999999996,-1.5,Over,1.8,0.91,170,-190,0.53,5,3,NYI,8,2,0,1.5,Over,1,0,-1,0.91,-1
TBL,CAR,0.509,-0.844,-1.625,0.441,0.061,-0.011,-0.327,0.632,0.509,0.432,0.456,0.587,0.429,0.512,0.466,1,0.966,1.061,-0.655,0.649,0.076,0.337,-1.202,-0.014,0.347,0.504,0.532,0.642,0.394,0.309,0.408,1,TBLCAR20231124,1.5,-165,-1.5,135,6.5,CAR,1.5,-1.1600000000000001,CAR,7.258000000000001,1.5,Over,0.61,0.91,125,-145,0.69,8,2,TBL,10,6,0,1.5,Over,1,1,-1,0.91,0.61
WPG,FLA,0.917,0.799,0.725,0.652,0.224,0.38,-0.275,0.942,0.637,0.637,0.658,0.66,0.407,0.553,0.477,1,0.44,1.127,1.093,0.647,0.062,0.234,0.313,-0.344,0.497,0.531,0.59,0.532,0.421,0.46,0.438,1,WPGFLA20231124,1.5,-210,-1.5,170,6.5,FLA,1.5,0.28000000000000025,WPG,5.431,1.5,Under,0.48,0.91,160,-180,1.6,3,0,WPG,3,3,1,1.5,Under,1,1,1.6,0.91,0.48
CGY,DAL,0.008,-0.094,-0.081,0.492,-0.28,0.095,-0.307,-0.302,0.349,0.382,0.404,0.391,0.418,0.318,0.246,1,0.339,0.238,-0.678,0.533,0.218,0.058,0.86,0.483,0.686,0.659,0.613,0.512,0.668,0.593,0.6,1,CGYDAL20231124,1.5,-165,-1.5,140,6,DAL,1.5,-2.4899999999999998,DAL,6.203,-1.5,Over,1.4,0.91,130,-150,0.67,7,4,CGY,11,3,0,1.5,Over,1,0,-1,0.91,-1
COL,MIN,1.422,0.751,-0.953,0.655,0.518,0.845,-0.368,0.28,0.638,0.662,0.694,0.742,0.852,0.743,0.578,1,0.056,-1.222,1.476,0.436,-0.086,0.526,-1.028,0.242,0.411,0.33,0.397,0.213,0.43,0.438,0.392,0,COLMIN20231124,-1.5,180,1.5,-225,6.5,COL,1.5,2.569999999999999,COL,7.948999999999999,-1.5,Over,1.8,0.91,-170,150,0.59,3,2,COL,5,1,1,1.5,Under,0,0,0.59,-1,-1
VAN,SEA,0.863,0.831,-0.287,0.63,1.162,0.967,0.897,0.346,0.931,0.698,0.783,0.353,0.713,0.8,0.797,1,-0.569,-0.07,0.246,0.454,-0.004,-0.017,0.071,-0.133,0.448,0.369,0.422,0.498,0.35,0.353,0.394,1,VANSEA20231124,-1.5,200,1.5,-250,6.5,VAN,1.5,3.21,VAN,5.533000000000001,-1.5,Under,2,0.91,-190,170,0.53,5,1,VAN,6,4,1,-1.5,Under,1,1,0.53,0.91,2
BOS,NYR,0.418,1.015,-1.262,0.589,-0.137,-0.021,1.411,1.066,0.775,0.701,0.697,0.452,0.694,0.657,0.746,1,-0.293,1.581,-1.46,0.574,-0.342,0.218,1.245,0.288,0.651,0.712,0.639,0.524,0.543,0.647,0.705,1,BOSNYR20231125,-1.5,200,1.5,-250,5.5,BOS,1.5,0.17999999999999883,BOS,3.529000000000001,1.5,Under,0.4,0.91,-190,170,0.53,4,7,NYR,11,3,0,1.5,Over,0,1,-1,-1,0.4
MTL,LAK,-0.837,-1.292,0.978,0.349,-0.126,0.525,0.3,-0.453,0.493,0.362,0.375,0.432,0.452,0.406,0.431,1,1.346,1.429,-0.824,0.706,0.511,0.503,0.403,0.587,0.732,0.834,0.771,0.818,0.621,0.661,0.706,1,MTLLAK20231125,1.5,-105,-1.5,-115,6.5,LAK,1.5,-4.359999999999999,LAK,6.372,-1.5,Under,0.87,0.91,-125,105,1.05,0,4,LAK,4,4,1,-1.5,Under,1,1,1.05,0.91,0.87
BUF,NJD,-0.905,0.209,0.18,0.448,-0.345,-0.14,-0.064,0.104,0.399,0.478,0.429,0.522,0.39,0.409,0.592,1,0.476,-0.606,-1.599,0.458,0.066,0.054,-0.56,0.206,0.428,0.41,0.439,0.255,0.55,0.507,0.513,1,BUFNJD20231125,1.5,-160,-1.5,135,6.5,NJD,1.5,-0.49999999999999956,NJD,5.968,1.5,Under,0.62,0.91,125,-145,0.69,2,7,NJD,9,5,1,-1.5,Over,0,0,0.69,-1,-1
TOR,PIT,0.728,-0.479,-0.741,0.505,0.792,0.161,-0.287,-0.04,0.545,0.53,0.525,0.518,0.44,0.588,0.524,1,0.669,0.536,0.221,0.601,0.426,0.438,1,-0.609,0.63,0.536,0.612,0.556,0.465,0.528,0.476,1,TORPIT20231125,-1.5,190,1.5,-250,6.5,TOR,1.5,-1.2700000000000005,PIT,7.340000000000001,1.5,Over,0.4,0.91,-180,160,1.6,2,3,PIT,5,1,1,1.5,Under,0,1,1.6,-1,0.4
PHI,NYI,0.173,1.142,0.589,0.617,0.107,0.356,-0.322,-0.211,0.45,0.559,0.574,0.474,0.602,0.635,0.483,1,-0.681,-0.997,0.717,0.38,0.12,-0.168,0.834,-0.361,0.517,0.409,0.417,0.671,0.376,0.469,0.515,1,PHINYI20231125,1.5,-190,-1.5,155,6,NYI,1.5,1.169999999999999,PHI,5.3469999999999995,1.5,Under,0.53,0.91,145,-165,1.45,1,0,PHI,1,1,1,1.5,Under,1,1,1.45,0.91,0.53
CGY,COL,0.242,-0.132,0.097,0.511,-0.039,0.224,-0.365,-0.23,0.404,0.416,0.441,0.576,0.416,0.317,0.245,1,1.326,0.943,-0.874,0.664,0.54,0.881,-0.318,0.26,0.645,0.659,0.7,0.642,0.85,0.742,0.576,1,CGYCOL20231125,1.5,-165,-1.5,135,6.5,COL,1.5,-2.99,COL,6.757000000000001,-1.5,Over,1.35,0.91,125,-145,0.69,1,3,COL,4,2,1,-1.5,Under,0,1,0.69,-1,1.35
ARI,VEG,-0.621,-0.578,-1.054,0.383,-0.207,-0.062,0.027,0.63,0.512,0.505,0.434,0.312,0.594,0.515,0.596,0,0.366,1.097,-1.378,0.589,0.182,0.433,1.339,-0.443,0.665,0.675,0.662,0.414,0.755,0.747,0.725,0,ARIVEG20231125,1.5,-125,-1.5,105,6,VEG,1.5,-2.68,VEG,5.226,-1.5,Under,1.05,0.91,95,-115,0.87,2,0,ARI,2,2,0,1.5,Under,1,0,-1,0.91,-1
VAN,SJS,0.914,1.041,-0.249,0.651,1.151,0.803,1.026,0.37,0.916,0.737,0.801,0.552,0.726,0.806,0.806,1,-3.481,-2.919,1.171,0.011,-0.578,-1.146,-0.309,-0.556,0.107,-0.021,-0.07,0.133,0.161,0.057,-0.023,1,VANSJS20231125,-1.5,-115,1.5,-105,6.5,VAN,-1.5,8.309999999999999,VAN,5.311,-1.5,Under,0.87,0.91,125,-145,1.25,3,4,SJS,7,1,0,1.5,Over,0,0,-1,-1,-1
MIN,DET,-0.116,-1.199,1.367,0.422,-0.068,0.497,-1.091,0.201,0.399,0.324,0.387,0.396,0.43,0.444,0.401,0,0.584,0.371,-0.085,0.575,-0.29,0.174,-0.093,0.606,0.515,0.655,0.611,0.745,0.829,0.816,0.696,0,MINDET20231126,-1.5,195,1.5,-250,6.5,MIN,1.5,-2.6399999999999992,DET,7.295999999999999,1.5,Over,0.4,0.91,-185,165,1.65,1,4,DET,5,3,1,1.5,Under,0,1,1.65,-1,0.4
STL,CHI,-0.474,-0.21,1.792,0.481,0.31,-0.13,0.306,-0.254,0.493,0.471,0.47,0.406,0.368,0.387,0.484,0,-1.533,-1.34,1.34,0.297,0.523,-0.545,-0.222,-0.793,0.321,0.275,0.268,0.299,0.475,0.38,0.357,0,STLCHI20231126,-1.5,155,1.5,-190,6.5,STL,1.5,1.6199999999999988,STL,5.543,-1.5,Under,1.55,0.91,-145,125,0.69,4,2,STL,6,2,1,-1.5,Under,1,1,0.69,0.91,1.55
CBJ,CAR,-0.399,-0.922,0.141,0.397,-0.202,-0.069,0.134,-0.291,0.404,0.352,0.38,0.539,0.5,0.438,0.422,0,0.81,0.903,-0.001,0.637,0.023,0.479,-1.966,0.034,0.268,0.43,0.488,0.447,0.394,0.309,0.41,0,CBJCAR20231126,1.5,100,-1.5,-120,6.5,CAR,-1.5,-1.48,CAR,6.430000000000001,1.5,Under,1,0.91,-130,110,1.1,2,3,CAR,5,1,1,1.5,Under,1,1,1.1,0.91,1
WPG,NSH,0.929,0.964,0.75,0.666,0.192,0.361,0.042,0.986,0.676,0.686,0.687,0.765,0.419,0.561,0.482,0,0.489,-0.089,0.474,0.542,0.549,0.059,-0.065,-0.109,0.52,0.486,0.526,0.811,0.427,0.432,0.403,0,WPGNSH20231126,1.5,-250,-1.5,200,6.5,NSH,1.5,1.2100000000000009,WPG,6.543000000000001,1.5,Over,0.4,0.91,190,-210,1.9,2,3,NSH,5,1,0,1.5,Under,0,1,-1,-1,0.4
ANA,EDM,-0.739,-0.687,-0.032,0.385,0.078,-0.298,0.302,-0.277,0.435,0.444,0.397,0.298,0.409,0.474,0.602,0,0.537,-0.573,-0.346,0.49,0.129,-0.12,-1.316,0.095,0.297,0.383,0.392,0.529,0.393,0.28,0.333,0,ANAEDM20231126,1.5,100,-1.5,-120,6.5,EDM,-1.5,-0.34999999999999964,EDM,7.058000000000001,1.5,Over,1,0.91,-130,110,1.1,2,8,EDM,10,6,1,-1.5,Over,1,0,1.1,0.91,-1
FLA,OTT,0.29,1.091,0.839,0.627,0.108,0.209,0.377,-0.414,0.498,0.51,0.574,0.436,0.426,0.465,0.44,0,1.239,-0.166,-0.024,0.585,0.251,0.423,-0.804,0.516,0.513,0.605,0.584,0.478,0.703,0.568,0.587,0,FLAOTT20231127,-1.5,170,1.5,-210,6.5,FLA,1.5,-0.5000000000000009,OTT,6.604,1.5,Over,0.48,0.91,-160,140,1.4,5,0,FLA,5,5,0,-1.5,Under,0,0,-1,-1,-1
BUF,NYR,-1.089,-0.152,0.024,0.401,-0.495,-0.17,-0.411,0.271,0.34,0.427,0.373,0.331,0.394,0.41,0.593,0,0.111,1.406,-1.439,0.593,-0.243,0.217,1.042,0.383,0.661,0.743,0.657,0.737,0.528,0.639,0.699,0,BUFNYR20231127,1.5,-130,-1.5,105,6,NYR,1.5,-3.24,NYR,3.7680000000000007,-1.5,Under,1.05,0.91,95,-115,0.87,5,1,BUF,6,4,0,1.5,Under,1,0,-1,0.91,-1
